#CHROM	START	END	LOCUS	SYMBOL	strand	annotation
Chr1	2265477	2271051	LOC_Os01g04900	-	-	peptidase_M50_family_protein,putative,expressed
Chr1	2271163	2273757	LOC_Os01g04910	-	+	TP53RK-binding_protein,putative,expressed
Chr1	2275067	2278872	LOC_Os01g04920	OsSQD2|OsSQD2.2	+	glycosyl_transferase,group_1_domain_containing_protein,expressed
Chr1	2281534	2285053	LOC_Os01g04930	-	-	MYB_family_transcription_factor,putative,expressed
Chr1	2292111	2298407	LOC_Os01g04950	OsPTR7|OsNPF8.1	+	peptide_transporter_PTR2,putative,expressed
Chr1	2328624	2328856	LOC_Os01g04970	-	+	hypothetical_protein
Chr1	2349919	2353502	LOC_Os01g04990	-	-	mitochondrial_carrier_protein,putative,expressed
Chr1	2356183	2357045	LOC_Os01g05000	-	+	expressed_protein
Chr1	2357769	2360444	LOC_Os01g05010	-	-	mitochondrial_glycoprotein,putative,expressed
Chr1	2361799	2363814	LOC_Os01g05020	-	-	expressed_protein
Chr1	2369529	2371316	LOC_Os01g05040	-	-	expressed_protein
Chr1	2372323	2374066	LOC_Os01g05050	-	-	mitochondrial_glycoprotein,putative,expressed
Chr1	2374472	2376768	LOC_Os01g05060	-	-	mitochondrial_glycoprotein,putative,expressed
Chr1	2377322	2377980	LOC_Os01g05064	-	-	expressed_protein
Chr1	2378810	2382690	LOC_Os01g05070	-	-	expressed_protein
Chr1	2383530	2385638	LOC_Os01g05080	-	-	thylakoid_lumenal_protein,putative,expressed
Chr1	2386373	2388611	LOC_Os01g05090	-	+	expressed_protein
Chr1	2388208	2390483	LOC_Os01g05100	-	-	expressed_protein
Chr1	2393480	2398292	LOC_Os01g05105	-	+	expressed_protein
Chr1	2400945	2402884	LOC_Os01g05120	-	-	ubiquitin_fusion_degradation_protein,putative,expressed
Chr1	2403270	2405982	LOC_Os01g05130	-	+	expressed_protein
Chr1	2406438	2408067	LOC_Os01g05140	-	+	expressed_protein
Chr1	2414271	2415072	LOC_Os01g05150	-	+	expressed_protein
Chr1	2419659	2420162	LOC_Os01g05160	-	+	expressed_protein
Chr1	2422242	2422914	LOC_Os01g05170	-	+	expressed_protein
Chr1	2434793	2438774	LOC_Os01g05180	-	+	expressed_protein
Chr1	2448716	2449048	LOC_Os01g05210	-	+	hypothetical_protein
Chr1	2452591	2453586	LOC_Os01g05220	-	+	expressed_protein
Chr1	2474556	2475156	LOC_Os01g05250	-	+	expressed_protein
Chr1	2478076	2480001	LOC_Os01g05260	-	-	expressed_protein
Chr1	2487387	2487986	LOC_Os01g05280	-	+	expressed_protein
Chr1	2488387	2491433	LOC_Os01g05289	-	+	expressed_protein
Chr1	2498269	2498740	LOC_Os01g05300	-	-	hypothetical_protein
Chr1	2500280	2501249	LOC_Os01g05310	-	+	expressed_protein
Chr1	2514678	2515682	LOC_Os01g05330	-	+	expressed_protein
Chr1	2520384	2522110	LOC_Os01g05340	-	+	expressed_protein
Chr1	2529389	2532475	LOC_Os01g05350	-	+	expressed_protein
Chr1	2535300	2535680	LOC_Os01g05360	-	+	expressed_protein
Chr1	2542013	2542732	LOC_Os01g05380	-	-	expressed_protein
Chr1	2547915	2548298	LOC_Os01g05390	-	+	hypothetical_protein
Chr1	2550946	2552121	LOC_Os01g05400	-	+	expressed_protein
Chr1	2553620	2554021	LOC_Os01g05410	-	+	expressed_protein
Chr1	2560858	2565373	LOC_Os01g05420	-	+	IWS1_C-terminus_family_protein,putative,expressed
Chr1	2568051	2570029	LOC_Os01g05430	-	+	OsRhmbd1_-_Putative_Rhomboid_homologue,expressed
Chr1	2570072	2571997	LOC_Os01g05440	-	-	XH_domain_containing_protein,expressed
Chr1	2573049	2574201	LOC_Os01g05450	-	-	expressed_protein
Chr1	2575583	2578210	LOC_Os01g05460	-	-	expressed_protein
Chr1	2579552	2583575	LOC_Os01g05470	-	-	transcription_factor_X1,putative,expressed
Chr1	2584986	2589023	LOC_Os01g05480	-	-	expressed_protein
Chr1	2589537	2593641	LOC_Os01g05490	TPI|OsTPI1.1	-	triosephosphate_isomerase,cytosolic,putative,expressed
Chr1	2599850	2612865	LOC_Os01g05500	-	+	zinc_finger_protein,putative,expressed
Chr1	2613656	2623196	LOC_Os01g05510	-	-	expressed_protein
Chr1	2629374	2630050	LOC_Os01g05520	-	+	expressed_protein
Chr1	2632554	2638081	LOC_Os01g05530	-	+	expressed_protein
Chr1	2640937	2644665	LOC_Os01g05540	-	-	expressed_protein
Chr1	2651134	2651589	LOC_Os01g05550	-	-	expressed_protein
Chr1	2652648	2655639	LOC_Os01g05560	-	+	expressed_protein
Chr1	2660822	2661301	LOC_Os01g05570	-	+	expressed_protein
Chr1	2663539	2664072	LOC_Os01g05580	-	-	Exo70_exocyst_complex_subunit_family,putative,expressed
Chr1	2665412	2666458	LOC_Os01g05585	OsMT2d	-	metallothionein,putative,expressed
Chr1	2669952	2672924	LOC_Os01g05600	-	-	NBS-LRR_disease_resistance_protein,putative,expressed
Chr1	2674400	2675373	LOC_Os01g05610	-	+	Core_histone_H2A%2FH2B%2FH3%2FH4_domain_containing_protein,putative,expressed
Chr1	2682019	2684988	LOC_Os01g05620	Pit	-	NBS-LRR_disease_resistance_protein,putative,expressed
Chr1	2686729	2687700	LOC_Os01g05630	-	+	Core_histone_H2A%2FH2B%2FH3%2FH4_domain_containing_protein,putative,expressed
Chr1	2688623	2692186	LOC_Os01g05640	-	-	receptor-like_protein_kinase_5_precursor,putative,expressed
Chr1	2693134	2695085	LOC_Os01g05650	MT2A	-	metallothionein,putative,expressed
Chr1	2698928	2704553	LOC_Os01g05660	-	-	expressed_protein
Chr1	2707498	2711428	LOC_Os01g05670	-	-	3-oxo-5-alpha-steroid_4-dehydrogenase,putative,expressed
Chr1	2713412	2716075	LOC_Os01g05680	-	+	geranylgeranyl_transferase_type-1_subunit_beta,putative,expressed
Chr1	2719212	2720873	LOC_Os01g05694	-	+	expressed_protein
Chr1	2722518	2724797	LOC_Os01g05710	-	+	expressed_protein
Chr1	2728135	2730972	LOC_Os01g05720	-	+	expressed_protein
Chr1	2742507	2747439	LOC_Os01g05744	-	+	expressed_protein
Chr1	2752218	2753012	LOC_Os01g05760	-	+	PAS2,putative,expressed
Chr1	2753790	2757078	LOC_Os01g05770	-	+	expressed_protein
Chr1	2759369	2761393	LOC_Os01g05780	-	+	expressed_protein
Chr1	2765773	2768644	LOC_Os01g05790	-	+	SLT1_protein,putative,expressed
Chr1	2770140	2774609	LOC_Os01g05800	-	+	inner_membrane_protein,putative,expressed
Chr1	2776973	2781775	LOC_Os01g05810	-	+	gamma-glutamyltranspeptidase_1_precursor,putative,expressed
Chr1	2783189	2790454	LOC_Os01g05820	-	+	gamma-glutamyltranspeptidase_1_precursor,putative,expressed
Chr1	2791224	2795865	LOC_Os01g05830	-	+	expressed_protein
Chr1	2800436	2803742	LOC_Os01g05840	-	+	oxidoreductase,short_chain_dehydrogenase%2Freductase_family_domain_containing_family,expressed
Chr1	2803779	2804844	LOC_Os01g05850	-	-	expressed_protein
Chr1	2805584	2808152	LOC_Os01g05860	-	+	PPR_repeat_domain_containing_protein,putative,expressed
Chr1	2810313	2815017	LOC_Os01g05870	-	+	receptor_kinase,putative,expressed
Chr1	2815175	2816401	LOC_Os01g05880	-	-	OsFBX1_-_F-box_domain_containing_protein,expressed
Chr1	2817650	2818897	LOC_Os01g05890	-	-	OsFBX2_-_F-box_domain_containing_protein,expressed
Chr1	2820036	2838580	LOC_Os01g05900	-	-	Core_histone_H2A%2FH2B%2FH3%2FH4_domain_containing_protein,putative,expressed
Chr1	2830325	2836425	LOC_Os01g05940	-	+	receptor_kinase,putative,expressed
Chr1	2839934	2843514	LOC_Os01g05960	-	+	receptor_kinase,putative,expressed
Chr1	2844429	2858134	LOC_Os01g05970	-	-	OsFBO1_-_F-box_and_other_domain_containing_protein,expressed
Chr1	2851954	2855225	LOC_Os01g05980	-	+	receptor_kinase,putative,expressed
Chr1	2862560	2867272	LOC_Os01g06000	-	-	PPR_repeat_containing_protein,expressed
Chr1	2872110	2872988	LOC_Os01g06010	-	+	Core_histone_H2A%2FH2B%2FH3%2FH4_domain_containing_protein,putative,expressed
Chr1	2877647	2882686	LOC_Os01g06020	-	+	aspartyl-tRNA_synthetase,putative,expressed
Chr1	2885425	2886301	LOC_Os01g06030	-	+	expressed_protein
Chr1	2887060	2888434	LOC_Os01g06040	-	-	expressed_protein
Chr1	2892919	2894707	LOC_Os01g06050	-	-	expressed_protein
Chr1	2896685	2898069	LOC_Os01g06060	-	+	gibberellin_receptor_GID1L2,putative,expressed
Chr1	2899038	2899896	LOC_Os01g06070	-	-	expressed_protein
Chr1	2901602	2903619	LOC_Os01g06080	-	-	expressed_protein
Chr1	2907052	2907920	LOC_Os01g06090	-	-	expressed_protein
Chr1	2920425	2921319	LOC_Os01g06120	-	-	expressed_protein
Chr1	2922643	2925024	LOC_Os01g06130	-	+	expressed_protein
Chr1	2925935	2928765	LOC_Os01g06140	-	+	expressed_protein
Chr1	2930802	2932892	LOC_Os01g06150	-	+	expressed_protein
Chr1	2954514	2955504	LOC_Os01g06210	-	-	gibberellin_receptor_GID1L2,putative,expressed
Chr1	2957066	2958443	LOC_Os01g06220	-	-	gibberellin_receptor_GID1L2,putative,expressed
Chr1	2961194	2961469	LOC_Os01g06230	-	+	OsSAUR1_-_Auxin-responsive_SAUR_gene_family_member,expressed
Chr1	2962422	2964917	LOC_Os01g06240	-	-	protein_kinase,putative,expressed
Chr1	2966324	2967346	LOC_Os01g06250	-	+	dirigent,putative,expressed
Chr1	2969154	2970731	LOC_Os01g06260	-	+	expressed_protein
Chr1	2971125	2979313	LOC_Os01g06270	-	-	expressed_protein
Chr1	2982483	2986968	LOC_Os01g06280	-	+	TKL_IRAK_CrRLK1L-1.4_-_The_CrRLK1L-1_subfamily_has_homology_to_the_CrRLK1L_homolog,expressed
Chr1	2985356	2989299	LOC_Os01g06290	-	-	splicing_factor,arginine%2Fserine-rich,putative,expressed
Chr1	2999576	3001204	LOC_Os01g06310	-	+	glycine-rich_cell_wall_structural_protein_precursor,putative,expressed
Chr1	3003658	3005728	LOC_Os01g06320	-	-	MYB_family_transcription_factor,putative,expressed
Chr1	3013892	3014751	LOC_Os01g06340	-	-	expressed_protein
Chr1	3015845	3016417	LOC_Os01g06350	-	-	expressed_protein
Chr1	3025830	3026390	LOC_Os01g06370	-	-	expressed_protein
Chr1	3026813	3028081	LOC_Os01g06380	-	+	expressed_protein
Chr1	3030594	3031163	LOC_Os01g06390	-	-	expressed_protein
Chr1	3031479	3033009	LOC_Os01g06400	-	+	expressed_protein
Chr1	3034228	3034788	LOC_Os01g06410	-	-	expressed_protein
Chr1	3035059	3035691	LOC_Os01g06420	-	+	expressed_protein
Chr1	3036471	3037289	LOC_Os01g06430	-	-	expressed_protein
Chr1	3037689	3039157	LOC_Os01g06440	-	+	expressed_protein
Chr1	3039298	3041232	LOC_Os01g06450	-	+	glycosyltransferase_family_43_protein,putative,expressed
Chr1	3041412	3044348	LOC_Os01g06454	-	-	heat_shock_protein_DnaJ,putative,expressed
Chr1	3044483	3047221	LOC_Os01g06460	-	+	uncharacterized_Cys-rich_domain_containing_protein,putative,expressed
Chr1	3047504	3051989	LOC_Os01g06470	alpha2	+	expressed_protein
Chr1	3054465	3057198	LOC_Os01g06490	-	+	OsSCP1_-_Putative_Serine_Carboxypeptidase_homologue,expressed
Chr1	3058543	3059717	LOC_Os01g06500	-	-	PHLOEM_2-LIKE_A5,putative,expressed
Chr1	3060994	3066189	LOC_Os01g06510	-	+	arginyl-tRNA_synthetase,putative,expressed
Chr1	3067323	3071243	LOC_Os01g06520	-	-	verticillium_wilt_disease_resistance_protein,putative,expressed
Chr1	3083395	3084568	LOC_Os01g06540	-	-	PHD_finger_protein,putative,expressed
Chr1	3085406	3090887	LOC_Os01g06550	-	-	NF-X1-type_zinc_finger_protein,putative,expressed
Chr1	3091123	3092865	LOC_Os01g06560	-	-	transcription_factor_HBP-1b,putative,expressed
Chr1	3095210	3095930	LOC_Os01g06570	-	+	expressed_protein
Chr1	3097346	3098527	LOC_Os01g06580	-	-	fasciclin_domain_containing_protein,expressed
Chr1	3099428	3105235	LOC_Os01g06590	-	-	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr1	3108117	3113963	LOC_Os01g06600	-	-	glutaryl-CoA_dehydrogenase,mitochondrial_precursor,putative,expressed
Chr1	3122888	3124069	LOC_Os01g06620	-	+	expressed_protein
Chr1	3124351	3125325	LOC_Os01g06630	OsLEA1a	-	small_hydrophilic_plant_seed_protein,putative,expressed
Chr1	3128992	3130722	LOC_Os01g06640	OsbHLH035	+	basic_helix-loop-helix,putative,expressed
Chr1	3136104	3140217	LOC_Os01g06660	-	-	thiamine_pyrophosphate_enzyme,C-terminal_TPP_binding_domain_containing_protein,expressed
Chr1	3143601	3146812	LOC_Os01g06670	-	-	hcr2-5D,putative,expressed
Chr1	3176544	3179602	LOC_Os01g06720	-	+	disease_resistance_protein_SlVe2_precursor,putative,expressed
Chr1	3181950	3185346	LOC_Os01g06730	-	+	verticillium_wilt_disease_resistance_protein,putative,expressed
Chr1	3188757	3190330	LOC_Os01g06740	-	-	ribosome_inactivating_protein,putative,expressed
Chr1	3196986	3200010	LOC_Os01g06750	-	+	verticillium_wilt_disease_resistance_protein_precursor,putative,expressed
Chr1	3201223	3204252	LOC_Os01g06760	-	+	verticillium_wilt_disease_resistance_protein_Ve2,putative,expressed
Chr1	3222303	3226257	LOC_Os01g06790	-	+	disease_resistance_protein,putative,expressed
Chr1	3229084	3229782	LOC_Os01g06800	-	-	expressed_protein
Chr1	3235987	3237799	LOC_Os01g06820	-	+	hcr2-0B,putative,expressed
Chr1	3241127	3243315	LOC_Os01g06836	-	+	disease_resistance_protein_SlVe2_precursor,putative,expressed
Chr1	3251204	3252724	LOC_Os01g06870	-	+	resistance_protein_SlVe1_precursor,putative,expressed
Chr1	3256822	3257901	LOC_Os01g06876	-	+	Cf-2,putative,expressed
Chr1	3257944	3258893	LOC_Os01g06882	-	+	expressed_protein
Chr1	3259438	3262454	LOC_Os01g06890	-	+	leucine-rich_repeat_family_protein,putative,expressed
Chr1	3272839	3276416	LOC_Os01g06900	-	+	verticillium_wilt_disease_resistance_protein_Ve2,putative,expressed
Chr1	3277305	3277805	LOC_Os01g06910	-	-	expressed_protein
Chr1	3282976	3286357	LOC_Os01g06920	-	+	resistance_protein_SlVe1_precursor,putative,expressed
Chr1	3288323	3288890	LOC_Os01g06940	-	-	POEI33_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,expressed
Chr1	3289733	3290197	LOC_Os01g06950	-	+	expressed_protein
Chr1	3290761	3291611	LOC_Os01g06960	-	-	POEI34_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3292985	3293489	LOC_Os01g06970	-	-	hypothetical_protein
Chr1	3294624	3295212	LOC_Os01g06980	-	-	POEI35_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3297850	3298410	LOC_Os01g06990	-	-	POEI36_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3300442	3301010	LOC_Os01g07000	-	-	POEI37_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3303523	3304092	LOC_Os01g07010	-	-	POEI38_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3306319	3306894	LOC_Os01g07020	-	-	POEI39_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3312462	3313273	LOC_Os01g07030	-	-	POEI40_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,expressed
Chr1	3315002	3315609	LOC_Os01g07040	-	-	POEI41_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,expressed
Chr1	3317554	3318111	LOC_Os01g07050	-	-	POEI42_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,expressed
Chr1	3320451	3321035	LOC_Os01g07060	-	-	POEI43_-_Pollen_Ole_e_I_allergen_and_extensin_family_protein_precursor,putative,expressed
Chr1	3328533	3331963	LOC_Os01g07080	-	-	DEAD-box_ATP-dependent_RNA_helicase,putative,expressed
Chr1	3332952	3336075	LOC_Os01g07090	Pbcp	-	5-azacytidine_resistance_protein_azr1,putative,expressed
Chr1	3336408	3342886	LOC_Os01g07100	-	+	expressed_protein
Chr1	3345203	3355066	LOC_Os01g07110	-	-	BRCA2_repeat_family_protein,expressed
Chr1	3356383	3361204	LOC_Os01g07120	OsDREB2A	+	AP2_domain_containing_protein,expressed
Chr1	3358521	3360676	LOC_Os01g07130	-	-	expressed_protein
Chr1	3361963	3367663	LOC_Os01g07140	-	-	kelch_repeat-containing_protein,putative,expressed
Chr1	3376593	3377205	LOC_Os01g07150	-	+	expressed_protein
Chr1	3380727	3382058	LOC_Os01g07160	-	-	OsFBX3_-_F-box_domain_containing_protein,expressed
Chr1	3386907	3390756	LOC_Os01g07170	-	-	HORMA_domain_containing_protein,putative,expressed
Chr1	3391757	3393011	LOC_Os01g07180	-	-	expressed_protein
Chr1	3395762	3396310	LOC_Os01g07190	-	+	expressed_protein
Chr1	3397337	3400518	LOC_Os01g07200	-	+	staphylococcal_nuclease_homologue,putative,expressed
Chr1	3401288	3407358	LOC_Os01g07212	-	+	staphylococcal_nuclease_homologue,putative,expressed
Chr1	3414659	3415986	LOC_Os01g07240	-	-	expressed_protein
Chr1	3422011	3425559	LOC_Os01g07250	-	+	saposin-like_type_B,region_1_family_protein,putative,expressed
Chr1	3425737	3429654	LOC_Os01g07260	-	-	expressed_protein
Chr1	3431606	3435618	LOC_Os01g07280	-	-	disease_resistance_protein,putative,expressed
Chr1	3445159	3446607	LOC_Os01g07300	-	+	uncharacterized_50.6_kDa_protein_in_the_5region_of_gyrA_and_gyrB,putative,expressed
Chr1	3446936	3450222	LOC_Os01g07310	-	-	transporter-related,putative,expressed
Chr1	3455254	3456059	LOC_Os01g07320	-	+	expressed_protein
Chr1	3456200	3464954	LOC_Os01g07330	HEIP1	-	expressed_protein
Chr1	3465634	3467520	LOC_Os01g07340	-	-	pentatricopeptide,putative,expressed
Chr1	3473760	3477924	LOC_Os01g07360	-	-	KIP1,putative,expressed
Chr1	3478537	3478980	LOC_Os01g07364	-	-	expressed_protein
Chr1	3479338	3484579	LOC_Os01g07370	-	-	KIP1,putative,expressed
Chr1	3489310	3491991	LOC_Os01g07376	-	-	thioredoxin,putative,expressed
Chr1	3493219	3496598	LOC_Os01g07382	-	-	expressed_protein
Chr1	3501094	3504833	LOC_Os01g07390	-	+	zinc_finger,C3HC4_type_family_protein,expressed
Chr1	3505665	3510531	LOC_Os01g07400	-	+	WD40-like_domain_containing_protein,putative,expressed
Chr1	3511835	3515902	LOC_Os01g07410	-	+	growth_regulator_related_protein,putative,expressed
Chr1	3516658	3519175	LOC_Os01g07420	-	-	hydrolase,alpha%2Fbeta_fold_family_protein,putative,expressed
Chr1	3520778	3521976	LOC_Os01g07430	-	-	myb-like_DNA-binding_domain_containing_protein,putative,expressed
Chr1	3532859	3533749	LOC_Os01g07450	-	+	MYB_family_transcription_factor,putative,expressed
Chr1	3536083	3536467	LOC_Os01g07460	-	+	conserved_hypothetical_protein
Chr1	3540841	3541272	LOC_Os01g07470	-	+	hypothetical_protein
Chr1	3551044	3553146	LOC_Os01g07480	OsRA2	-	DUF260_domain_containing_protein,putative,expressed
Chr1	3559732	3574280	LOC_Os01g07490	-	-	RST1,putative,expressed
Chr1	3577466	3581859	LOC_Os01g07500	FIB|TSG1	-	alliin_lyase_precursor,putative,expressed
Chr1	3587608	3587838	LOC_Os01g07510	-	+	conserved_hypothetical_protein
Chr1	3591811	3596154	LOC_Os01g07520	-	-	proline-rich_family_protein,putative,expressed
Chr1	3598418	3602211	LOC_Os01g07530	-	-	uncharacterized_glycosyltransferase,putative,expressed
Chr1	3610392	3615764	LOC_Os01g07540	-	+	G-patch_domain_containing_protein,expressed
Chr1	3616498	3619216	LOC_Os01g07550	-	-	hypothetical_protein
Chr1	3621211	3625356	LOC_Os01g07560	-	+	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr1	3633275	3639164	LOC_Os01g07570	-	-	carboxyl-terminal_proteinase,putative,expressed
Chr1	3645587	3650362	LOC_Os01g07590	-	+	universal_stress_protein_domain_containing_protein,putative,expressed
Chr1	3652273	3656479	LOC_Os01g07600	-	+	expressed_protein
Chr1	3661688	3664319	LOC_Os01g07610	-	+	PPR_repeat_domain_containing_protein,putative,expressed
Chr1	3665042	3666046	LOC_Os01g07620	-	-	expressed_protein
Chr1	3667439	3673065	LOC_Os01g07630	-	-	BRASSINOSTEROID_INSENSITIVE_1-associated_receptor_kinase_1_precursor,putative,expressed
Chr1	3676303	3680660	LOC_Os01g07640	-	-	ankyrin,putative,expressed
Chr1	3682143	3682364	LOC_Os01g07650	-	+	expressed_protein
Chr1	3682943	3687407	LOC_Os01g07660	-	-	expressed_protein
Chr1	3689940	3692705	LOC_Os01g07670	-	-	expressed_protein
Chr1	3694855	3695301	LOC_Os01g07680	-	-	expressed_protein
Chr1	3696142	3699805	LOC_Os01g07700	-	-	expressed_protein
Chr1	3702448	3704723	LOC_Os01g07710	-	+	expressed_protein
Chr1	3705420	3709016	LOC_Os01g07720	-	-	dolichyl-P-Man_Man-PP-dolichyl_mannosyltransferase,putative,expressed
Chr1	3711212	3713653	LOC_Os01g07730	-	+	phosphate%2Fphosphoenolpyruvate_translocator-related_protein,putative,expressed
Chr1	3713687	3718637	LOC_Os01g07740	-	-	DEAD-box_ATP-dependent_RNA_helicase_14,putative,expressed
Chr1	3720115	3723166	LOC_Os01g07750	-	-	expressed_protein
Chr1	3724314	3729284	LOC_Os01g07760	OsPLDalpha1	-	phospholipase_D,putative,expressed
Chr1	3732150	3733930	LOC_Os01g07770	-	+	peroxidase_precursor,putative,expressed
Chr1	3735829	3736828	LOC_Os01g07780	-	+	embryo-specific_3,putative,expressed
Chr1	3737893	3740685	LOC_Os01g07790	-	+	polygalacturonase,putative,expressed
Chr1	3737903	3742067	LOC_Os01g07800	-	-	thiol-disulphide_oxidoreductase_DCC,putative,expressed
Chr1	3742694	3744539	LOC_Os01g07810	-	-	protein_of_unknown_function_domain_containing_protein,expressed
Chr1	3779634	3782004	LOC_Os01g07850	-	+	glyoxalase_family_protein,putative,expressed
Chr1	3804528	3811069	LOC_Os01g07870	-	+	ABC_transporter_family_protein,putative,expressed
Chr1	3811149	3812069	LOC_Os01g07880	OsbZIP01	-	transcription_factor_HY5,putative,expressed
Chr1	3818046	3818774	LOC_Os01g07890	-	-	expressed_protein
Chr1	3819067	3819782	LOC_Os01g07900	-	-	expressed_protein
Chr1	3820168	3824523	LOC_Os01g07910	-	-	NADH-cytochrome_b5_reductase,putative,expressed
Chr1	3827039	3830347	LOC_Os01g07920	-	-	prolyl_4-hydroxylase,putative,expressed
Chr1	3830492	3831846	LOC_Os01g07930	-	-	zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein,expressed
Chr1	3835129	3838211	LOC_Os01g07940	OsPIDL	-	AGC_PVPK_like_kin82y.3_-_ACG_kinases_include_homologs_to_PKA,PKG_and_PKC,expressed
Chr1	3842753	3845541	LOC_Os01g07950	-	+	OsGrx_S15.2_-_glutaredoxin_subgroup_II,expressed
Chr1	3846181	3850245	LOC_Os01g07960	-	-	acyl-protein_thioesterase,putative,expressed
Chr1	3855046	3856060	LOC_Os01g07970	-	-	expressed_protein
Chr1	3858824	3861839	LOC_Os01g07980	-	-	ankyrin,putative,expressed
Chr1	3870734	3874321	LOC_Os01g08000	-	-	fibronectin_type_3_and_ankyrin_repeat_domains_1_protein,putative,expressed
Chr1	3875761	3878459	LOC_Os01g08010	-	+	expressed_protein
Chr1	3878069	3900085	LOC_Os01g08020	BOR2	-	boron_transporter_protein,putative,expressed
Chr1	3901384	3901836	LOC_Os01g08050	-	+	hypothetical_protein
Chr1	3917918	3920458	LOC_Os01g08090	-	+	flavonol-3-O-glycoside-7-O-glucosyltransferase_1,putative,expressed
Chr1	3921356	3923134	LOC_Os01g08100	-	+	flavonol-3-O-glycoside-7-O-glucosyltransferase_1,putative,expressed
